,dataHoraInicio,partido,id_deputado,deputado,transcricao
0,2020-06-17T10:28,NOVO,204516,Alexis Fonteyne,"O SR. ALEXIS FONTEYNE (NOVO - SP. Pela ordem. Sem revisão do orador.) - O Partido Novo orienta ""não"" à retirada de pauta desta matéria.
Eu não consegui ver, em nenhum momento, em nenhum trecho dessa medida provisória, onde vai haver redução de salário, onde vai haver perda de empregos. Os efeitos dessa medida provisória já estão em funcionamento, as empresas já os estão usando, são extremamente importantes para preservar empregos. Quem tem empresa sabe da importância de poder adiantar férias, de poder fazer acordos individuais. 
E vamos lembrar que o grande impacto desta pandemia está nas micro e pequenas empresas. Começar a interferir nas relações é aumentar ainda mais a dificuldade de preservar empregos. Aqui não estamos falando das grandes, não. As grandes também se beneficiam, porque também precisam preservar empregos e precisam reduzir os custos, mas não reduzindo salários, mas sim podendo adiantar todos aqueles passivos naturais, como férias, etc. Aqui não se envolve o décimo terceiro. Quanto ao Fundo de Garantia, há o diferimento. Não é que não vão pagar o Fundo de Garantia; vão pagar, mas vão adiar. Isso pode ajudar as empresas a passarem por este período."
0,2020-06-17T10:56,NOVO,204516,Alexis Fonteyne,"O SR. ALEXIS FONTEYNE (NOVO - SP. Pela ordem. Sem revisão do orador.) - Sra. Presidente, o Partido Novo orienta ""não"" a esta matéria.
Eu acho que está muito claro que esta medida provisória realmente não é para gerar emprego. Ninguém falou em gerar emprego aqui. Nós estamos falando em preservar empregos. Nós estamos dando condições para as empresas poderem passar por este momento difícil e preservar os seus funcionários, reduzindo custos fixos referentes às questões trabalhistas.
Quer gerar emprego? Vamos fazer a reforma tributária, vamos fazer a reforma trabalhista, vamos fazer a desburocratização. E vamos aprovar o marco do saneamento básico, porque boa parte da Esquerda foi contra. É o novo pré-sal. Os grandes investimentos em infraestrutura e saneamento básico são extremamente necessários agora para fazer o combate à COVID-19, à pandemia. Grandes capitais que estão com sérios problemas têm saneamento básico muito precário. Há uma relação direta entre a precariedade do saneamento básico e o número alto de contaminados."
0,2020-06-17T12:56,NOVO,204516,Alexis Fonteyne,"O SR. ALEXIS FONTEYNE (NOVO - SP. Pela ordem. Sem revisão do orador.) - Presidente João Roma, eu gostaria, primeiro, de orientar ""sim"". O NOVO orienta o voto ""sim"" a esta medida provisória. Quero parabenizar este belo relatório do Deputado Celso Maldaner que preservou a medida provisória, não permitiu contaminações. 
É uma medida provisória que é uma ponte entre os normais, que vai permitir que o Brasil possa fazer essa transição e chegar à outra ponta. E àqueles que criticam tanto essa questão da negociação individual entre patrão e empregado eu digo o seguinte: vamos nos lembrar das micro e pequenas empresas que têm dois ou três funcionários no máximo e que correspondem a mais de 18 milhões de empregos. Precisam mesmo de um sindicato para ir lá dizer se pode ou se não pode? São pequenos comerciantes. São pessoas do mesmo patamar. Não tem essa questão de diferença entre grande empresário e pequeno funcionário. Essa figura, quase como um cartoon, é uma coisa irreal, é uma coisa da Revolução Industrial, não é mais uma realidade brasileira. Agora as regulações são fáceis e simples. 
Muito obrigado."
0,2020-06-17T16:12,NOVO,204516,Alexis Fonteyne,"O SR. ALEXIS FONTEYNE (NOVO - SP. Pela ordem. Sem revisão do orador.) - Presidente, o NOVO orienta ""sim"" em relação a esta matéria. Acha importante que exista essa opção. Boa parte das empresas no Brasil são pequenas, têm três, quatro funcionários, que poderão negociar livremente."
0,2020-06-17T17:40,NOVO,204516,Alexis Fonteyne,"O SR. ALEXIS FONTEYNE (NOVO - SP. Pela ordem. Sem revisão do orador.) - Sr. Presidente, o NOVO orienta ""sim"" a esta matéria.
Gostaria só de deixar claro para a Deputada Perpétua Almeida que não é que não vai haver o exame demissional. Haverá, sim, só que num momento posterior. Nenhuma empresa pode dispensar qualquer funcionário sem fazer os seus devidos exames demissionais. É uma questão de segurança para ambas as partes."
0,2020-06-17T19:56,NOVO,204516,Alexis Fonteyne,"O SR. ALEXIS FONTEYNE (NOVO - SP. Pela ordem. Sem revisão do orador.) - Sr. Presidente, o NOVO até entende a intenção da emenda, mas os clubes não estão faturando nada. Não há jogo, não há bilheteria, não há nada! Como vamos querer manter empregos como contrapartida? Isso não é possível. 
O Partido Novo orienta ""não""."
0,2020-06-17T10:56,PCdoB,74057,Alice Portugal,"A SRA. ALICE PORTUGAL (PCdoB - BA. Pela ordem. Sem revisão da oradora.) - Muito bom dia. A Minoria, Sra. Presidenta, também vai orientar a favor da votação artigo por artigo, vai votar ""sim"".
Eu queria muito me dirigir a um Deputado que disse que parece que estamos revogando a Lei Áurea.
É um jovem Deputado, e não sei se houve tempo de uma atuação mais profunda no mercado de trabalho. Quero dizer a ele que a maioria dos desempregados e subempregados no Brasil são negros; que essa medida provisória é perversa com os trabalhadores, uma medida que é uma terceira onda de reforma trabalhista. Eu lamento que jovens Deputados entrem na onda de tirar direitos dos trabalhadores num momento de pandemia, num momento em que as famílias estão aglomeradas em submoradias, na periferia das cidades, em que infelizmente o liberalismo, que observa apenas os movimentos de mercado, e não analisa as circunstâncias humanas, puxa as pessoas para voltarem a abrir as cidades, fazendo com que o Brasil não se livre deste momento de grande dificuldade, de uma alta taxa de contaminação.
Então, essa matéria não tem urgência, não deveria estar sendo votada, não pode tirar direito dos trabalhadores de maneira absurda, cometendo uma afronta à possibilidade de se manterem empregos e salários.
Por isso, nós vamos até o fim, marcando essa opinião, sabendo da correlação de forças, mas queremos votar artigo por artigo, para que a sociedade enxergue, logo a seguir, quem defende de fato os seus interesses. E esse Governo Bolsonaro não defende os interesses da sociedade brasileira.
A Minoria vota ""sim""."
0,2020-06-17T12:04,PCdoB,74057,Alice Portugal,"A SRA. ALICE PORTUGAL (PCdoB - BA. Pela ordem. Sem revisão da oradora.) - Gostaria que logo após a minha fala o Deputado Marcelo Freixo pudesse usar o tempo de Liderança, até para que dê tempo de uma compreensão mais clara sobre a orientação, e os Líderes possam analisar. Isso porque, na votação anterior, estava em questão a parte do parecer que se considerou constitucional, e nós votamos contra. Agora está em votação a parte do parecer que considera a reinclusão de matérias estranhas como inconstitucional. Então, obviamente ninguém quer o retorno de um esbulho que ainda transforme essa medida provisória em algo pior, porque ela já é muito ruim.
Eu vejo o esforço de alguns Parlamentares em defendê-la, mas uma medida provisória que reduz em 25% dos salários, que perpassa o que conseguimos resguardar na MP 936. Mesmo a MP 936 tendo caído em parte ontem, no Senado, esta MP passa por cima da 936 e faz uma nova reforma trabalhista. O sarrafo desce, na verdade, nas costas do trabalhador. Ninguém está sendo contra empresas, mas evidentemente aqui há um conflito de opinião entre o que é mais importante, se o lucro, que financia alguns, ou se é o valor do trabalho para uma acuidade maior de condições na sociedade brasileira.
Então, Presidente, peço a V.Exa. que logo a seguir dê o tempo de Liderança da Minoria ao Deputado Marcelo Freixo.
A Minoria libera a bancada, em função de termos votos diferentes na base do nosso bloco. Mas deixo claro que o acatamento, neste caso, o voto ""sim"", seria coerente com os votos que temos oferecido até agora."
0,2020-06-17T13:08,PCdoB,74057,Alice Portugal,"A SRA. ALICE PORTUGAL (PCdoB - BA. Como Líder. Sem revisão da oradora.) - É um prazer falar com V.Exa., Deputado João Roma. Parabéns pela condução dos trabalhos, sempre elegante!
Não há dúvida de que neste momento a história tem um papel relevante. Digo isso porque muito me preocupa a repetição de equívocos históricos: autoritarismo, ameaças políticas de fechamento de instituições. E há mais: governo por decretos, pelo Twitter. Tudo isso é muito grave para o Brasil.
E essa medida provisória que o Governo Federal, o Poder Executivo manda para esta Casa também repete erros históricos de massacre trabalhista, de lamentável injustiça em relação aos trabalhadores.
O pior, Sr. Presidente, é que isso se dá num momento de enorme dificuldade, de enfrentamento de uma pandemia, enfrentamento de um vírus para o qual não há remédio nem vacina.
Há a supressão de direitos, como a representação e a substituição sindical, e V.Exa. bem sabe como isso é importante, a substituição processual por um sindicato, que é direito fundante das relações trabalhistas. Querem dividir e diluir o 13º salário e as férias, infelizmente; sacar valores salariais em 25% num momento em que as pessoas estão dependendo disso para se manterem isoladas e não se contaminarem, para não chegarmos a um processo de completo enfartamento de toda a estrutura de saúde no Brasil.
Essa medida provisória é absolutamente desnecessária, especialmente neste momento. Seria preciso um grande debate sobre direitos trabalhistas, sobre o que resta dos direitos trabalhistas no Brasil, para que uma outra investida contra a legislação trabalhista fosse feita.
Essa Medida Provisória nº 927 precisa ser derrotada. Eu espero que esta Casa ainda tenha um laivo de consciência nesta votação, que se dá no horário de almoço. Não foram ouvidos os sindicatos, porque nós estamos trabalhando remotamente; não foram ouvidos o Ministério Público do Trabalho e a Justiça do Trabalho, porque não tivemos audiências públicas. E a medida provisória está funcionando, está vigendo.
Então, a Minoria rechaça essa medida provisória. Nós votamos ""não"" à Medida Provisória nº 927. E alertamos a todos que as eleições municipais vão acontecer no Dia da Proclamação da República, 15 de novembro. As pessoas vão ser lembradas disso.
A Minoria vota ""não"", Presidente João Roma."
0,2020-06-17T15:40,PCdoB,74057,Alice Portugal,"A SRA. ALICE PORTUGAL (PCdoB - BA. Pela ordem. Sem revisão da oradora.) - Sr. Presidente, Srs. Deputados, obviamente o PCdoB vai votar ""sim"" ao destaque. Temos uma posição clara e contundente contra a pertinácia e a inoportunidade da Medida Provisória nº 927.
Eu vou aproveitar este minuto, com a licença da minha Líder Perpétua Almeida, Sr. Presidente, para denunciar fato ocorrido hoje aqui na Bahia. Um Deputado Estadual bolsonarista, oriundo da Polícia Militar, o Capitão Alden, invadiu o Hospital Riverside, montado para pacientes com COVID-19, e ameaçou prender funcionários. Levou um segurança que segurou uma porta e lhe deu acesso a uma ala onde pacientes despidos tomavam banho de leito. Esse cidadão é Deputado Estadual e fez isso menos de uma semana depois de o Presidente da República ter estimulado, em live nas redes sociais, seus seguidores a invadirem hospitais e filmarem a oferta de leitos.
Sr. Presidente, perdoe-me a ênfase, mas a verdade é que isso foi muito grave e talvez venha a ensejar, por parte da nossa Comissão Externa, uma legislação específica em relação ao acesso a hospitais, assunto já delicado, sobretudo a hospitais de pacientes com COVID-19, em função da pandemia e da contaminação, em função da segurança dos pacientes e da profunda audácia daqueles que se acham acima de tudo e acima de todos.
Registro o meu protesto contra o ocorrido, conforme relato do Governo da Bahia, já publicado em jornais de circulação nacional. Eu faço esta denúncia na Câmara dos Deputados, que tem sido absolutamente altiva e operante no enfrentamento da COVID-19, solidarizando-se com as vítimas e suas famílias, o que infelizmente o Governo Federal não faz.
Manifesto nosso desagravo ao Secretário de Saúde, Dr. Fábio Vilas-Boas, que vem fazendo na Bahia um grande trabalho de combate à pandemia.
O voto do PCdoB é ""sim"".
Obrigada, Sr. Presidente."
0,2020-06-18T16:52,PCdoB,74057,Alice Portugal,"A SRA. ALICE PORTUGAL (PCdoB - BA. Pela ordem. Sem revisão da oradora.) - Sr. Presidente Marcos Pereira, eu gostaria de dizer que nós concordamos com o texto da Câmara, vamos votar pelo destaque do PT, portanto, ""não"" ao texto do Senado.
Sem dúvida, quero marcar duas opiniões que para nós do PCdoB são fundamentais. Primeiro, a prisão do Sr. Queiroz descortina um largo período de impunidade, de resguardo desse senhor, dono de informações possivelmente muito importantes para o desvendar das condutas daqueles que apontam o dedo, ameaçam, e são, talvez, a parte mais podre da estrutura política que hoje toma conta do Palácio do Planalto. Então, nós temos que nos regozijar dessa circunstância e aguardar os esclarecimentos que a Nação merece. 
Segundo, refiro-me à queda do Ministro da Educação, por motivos similares, porque assediou as universidades, foi desdenhoso com a educação do Brasil, arrebentou com o sistema de verbas. Agora deixa uma portaria racista para a pós-graduação, que vamos derrubar. O Sr. Weintraub ameaçou e desdenhou dos Ministros do Supremo, fez aglomerações e não deixará qualquer saudade. A educação agradece a saída de Weintraub.
Finalizo dizendo que nesse Governo nós sabemos que nada é tão ruim que não possa piorar. E eu espero que a base do Governo tenha juízo.
Nós votamos ""não"" à mudança do texto."
0,2020-06-18T19:40,PCdoB,74057,Alice Portugal,"A SRA. ALICE PORTUGAL (PCdoB - BA. Pela ordem. Sem revisão da oradora.) - Presidente, a Minoria, naturalmente, orienta ""sim"".
Agora, nossa compreensão é de que os conselhos, com todos os cuidados, devem normatizar essa orientação, na medida em que, de fato, o trabalho do fisioterapeuta é delicado, é um trabalho de acompanhamento sistemático. Os conselhos estão contemplados na proposta. Por isso, nós votaremos ""sim"".
O fisioterapeuta tem sido valorizado pela Comissão Externa. Garantimos que ele esteja na UTI, dentro de uma dimensão física, com o número adequado de pacientes. Agora a possibilidade de teleatendimento completa esse ciclo de valorização.
Quero parabenizar o autor e a Relatora da proposição, além de todo o sistema dos Conselhos Regionais de Fisioterapia e o Conselho Federal de Fisioterapia.
No mais, Presidente, quero dizer que enfrentar a pandemia é defender a vida.
O SR. PRESIDENTE (Marcos Pereira. REPUBLICANOS - SP) - Conclua, Deputada, por favor.
A SRA. ALICE PORTUGAL (PCdoB - BA) - Lamentavelmente, o Governo tem virado as costas para o povo.
A Minoria vota ""sim""."
0,2020-06-18T19:20,PSB,178927,Aliel Machado,"O SR. ALIEL MACHADO (PSB - PR. Pela ordem. Sem revisão do orador.) - Sr. Presidente Marcos Pereira, eu gostaria de citar a decisão de hoje do Governo de demitir o Ministro Weintraub.
Demorou! Esteve no Ministério não um Ministro, mas um ativista político, que preferiu a polêmica; que, em vez de defender as instituições, atacou as universidades, atacou a ciência, atacou os professores, e hoje os resultados são terríveis. Ele fez um verdadeiro ativismo político irresponsável.
Agora superado — esse é o segundo Ministro que cai neste Governo —, nós fazemos um apelo. Este é um momento de união. Nós precisamos concentrar as nossas forças no trabalho a ser realizado na pandemia.
Por isso, o apelo que faço ao Governo é que coloque um Ministro técnico, responsável, que dialogue com as instituições, que respeite as diversidades e que cuide da educação brasileira, deixando o ativismo político irresponsável de lado."
0,2020-06-18T17:00,PSL,204400,Aline Sleutjes,"A SRA. ALINE SLEUTJES (PSL - PR. Pela ordem. Sem revisão da oradora.) - Sr. Presidente, primeiro, o Governo gostaria de parabenizar o nosso Relator, o Deputado Moses Rodrigues, pelo belo trabalho.
O Governo vota ""sim"" à manutenção do texto do Senado, entendendo que o dispositivo garante a todos os médicos, e não somente aos médicos da família, o abatimento mensal no valor devido pelo estudante.
Eu acho que o entendimento está meio confuso hoje, quanto a ""sim"" ou ""não"".
Reitero que votamos ""sim"" à manutenção do texto do Senado."
0,2020-06-18T17:52,PSL,204400,Aline Sleutjes,"A SRA. ALINE SLEUTJES (PSL - PR. Pela ordem. Sem revisão da oradora.) - Sr. Presidente, o dispositivo destacado é o que determina a forma do desconto do FIES para médicos, enfermeiros e demais profissionais de saúde que trabalham no Sistema Único de Saúde. No mesmo sentido do destaque anterior, este pretende restabelecer o texto da Câmara dos Deputados, que estava permitindo o desconto, com a exigência de apenas 1 mês de trabalho. O texto do Senado Federal impõe um tempo mínimo de 6 meses. 
A orientação do Governo é pelo voto ""sim"", para aprovarmos o texto do Senado Federal, com a exigência de pelo menos 6 meses de trabalho no SUS."
0,2020-06-18T18:32,PSL,204400,Aline Sleutjes,"A SRA. ALINE SLEUTJES (PSL - PR. Pela ordem. Sem revisão da oradora.) - Sr. Presidente, esse dispositivo destacado é para amplo atendimento do FIES, aumenta o aporte da União e do Fundo Garantidor do FIES que, no projeto original, era de 3 bilhões de reais. No entanto, a Câmara aprovou um incremento de 2,5 bilhões de reais, e o Senado aprovou um incremento e 1,5 bilhões de reais. Segundo informação do Governo, em especial do Ministério da Economia, o aporte de 4,5 bilhões de reais é suficiente para suprir toda a demanda.
Portanto, a orientação do Governo é o voto ""sim"", para aprovar o texto do Senado, passando de 3 bilhões de reais para 4,5 bilhões de reais."
